"TERCİH KODU",İL,İLÇE,OKUL ADI,TÜRÜ,ALAN,"YABANCIDİLİ","TABANPUAN","TABANYÜZDE","TAVANPUAN","TAVANYÜZDE"
50605,SAMSUN,ATAKUM,Altınkum Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,KONAKLAMA ve SEYAHAT HİZMETLERİ ALANI (SINAVLI),İngilizce,"218,9044","80,71","352,8911","19,75"
49867,SİİRT,MERKEZ,Siirt Türk Telekom Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"425,4019","5,89","481,4981","0,4"
72380,SİİRT,KURTALAN,Kurtalan Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"379,3106","13,82","441,3934","3,8"
40931,SİİRT,MERKEZ,Siirt Sosyal Bilimler Lisesi,Hazırlık Sınıfı Bulunmayan Sosyal Bilimler Lisesi,,İngilizce,"328,2284","26,52","368,8569","16,02"
39677,SİİRT,MERKEZ,Atatürk Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"390,7171","11,58","425,29","5,9"
49755,SİİRT,MERKEZ,Siirt Lisesi,Anadolu Lisesi,,İngilizce,"368,6482","16,07","395,9179","10,65"
50200,SİİRT,MERKEZ,Marmara Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"334,2729","24,71","390,034","11,71"
50790,SİİRT,KURTALAN,Kurtalan Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"317,1463","30,09","379,2762","13,83"
49685,SİİRT,MERKEZ,Siirt İbrahim Hakkı Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"278,467","45,36","383,3138","13,02"
40984,SİİRT,KURTALAN,Kurtalan Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"272,9749","47,97","316,7451","30,22"
40937,SİİRT,KURTALAN,Kurtalan Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"263,0192",53,"340,1181","23,07"
50188,SİİRT,MERKEZ,İsmail Fakirullah Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"260,0135","54,6","328,9913","26,28"
50671,SİİRT,TİLLO,Tillo Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"180,3743","98,46","299,6621","36,39"
50385,SİİRT,MERKEZ,Siirt Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"273,9702","47,49","340,5911","22,94"
39779,SİİRT,MERKEZ,Siirt Merkez Abdülhamid Han Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,KONAKLAMA ve SEYAHAT HİZMETLERİ ALANI (SINAVLI),İngilizce,"254,3894","57,72","312,3272","31,73"
49438,SİİRT,MERKEZ,Siirt Merkez Abdülhamid Han Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,YİYECEK İÇECEK HİZMETLERİ ALANI (SINAVLI),İngilizce,"242,6238","64,75","318,6149","29,59"
49326,SİNOP,MERKEZ,Sinop Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"414,6374","7,51","469,6658","1,07"
50521,SİNOP,BOYABAT,Türk Telekom Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"356,6611","18,83","444,7953","3,4"
50206,SİNOP,MERKEZ,Sinop Sarı Saltuk Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"374,2545","14,87","414,3456","7,55"
50703,SİNOP,BOYABAT,Boyabat Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"258,5419","55,41","353,9405","19,5"
50740,SİNOP,MERKEZ,Şehit Ömer Can Açıkgöz Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"252,3419","58,89","380,5289","13,57"
39983,SİNOP,MERKEZ,Seydi Ali Reis Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"224,2826","76,97","338,2567","23,58"
50286,SİNOP,MERKEZ,Prof. Dr. Necmettin Erbakan Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,YİYECEK İÇECEK HİZMETLERİ ALANI (SINAVLI),İngilizce,"214,1299","83,96","339,9624","23,11"
50760,SİNOP,MERKEZ,Prof. Dr. Necmettin Erbakan Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,KONAKLAMA ve SEYAHAT HİZMETLERİ ALANI (SINAVLI),İngilizce,"177,0537","98,91","336,7378","24,01"
49730,SİVAS,MERKEZ,Sivas Fen lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"454,3472","2,38","493,4272","0,05"
50291,SİVAS,ŞARKIŞLA,İsmet Yılmaz Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"384,2752","12,83","475,055","0,71"
50594,SİVAS,ZARA,Zara Mehmet Habib Soluk Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"363,5745","17,2","442,5217","3,67"
50779,SİVAS,SUŞEHRİ,Suşehri Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"348,0697","20,96","449,2281","2,91"
40799,SİVAS,MERKEZ,Prof. Dr. Necati Erşen Sosyal Bilimler Lisesi,Hazırlık Sınıfı Bulunmayan Sosyal Bilimler Lisesi,,İngilizce,"376,7381","14,35","429,0972","5,37"
50676,SİVAS,MERKEZ,Selçuk Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"436,7324","4,38","454,0991","2,4"
50677,SİVAS,MERKEZ,Selçuk Anadolu Lisesi,Anadolu Lisesi,,Almanca,"432,5894","4,91","436,7184","4,38"
39949,SİVAS,MERKEZ,Sivas Lisesi,Anadolu Lisesi,,İngilizce,"408,2928","8,52","449,1892","2,91"
50571,SİVAS,GÜRÜN,Gürün Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"286,4931","41,76","445,6575","3,31"
49290,SİVAS,KANGAL,Koç Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"270,9958","48,93","396,1229","10,61"
50153,SİVAS,YILDIZELİ,Pamukpınar Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"231,4111","72,1","371,726","15,4"
50263,SİVAS,MERKEZ,İhramcızade Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"408,4059","8,5","462,5549","1,63"
41021,SİVAS,MERKEZ,Asım Şahin Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"374,0735","14,9","423,6878","6,14"
50555,SİVAS,MERKEZ,Uluslararası Şehit M. Murat Ertekin Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"354,0638","19,46","414,8647","7,48"
41009,SİVAS,ŞARKIŞLA,Şehit Özgür Gencer Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"274,2604","47,35","383,7613","12,93"
65520,SİVAS,ŞARKIŞLA,Şarkışla Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"262,7768","53,13","383,2357","13,03"
65521,SİVAS,ZARA,Zara Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"245,3092","63,1","352,0388","19,96"
40848,SİVAS,SUŞEHRİ,Semiha Yıldırım Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"217,5585","81,63","340,2128","23,05"
41022,SİVAS,YILDIZELİ,Yıldızeli Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"201,4602","91,58","368,6487","16,07"
49594,SİVAS,MERKEZ,Sivas Bilişim Teknolojileri Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"369,6852","15,84","420,1472","6,66"
50575,SİVAS,MERKEZ,Atatürk Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,RAYLI SİSTEMLER TEKNOLOJİSİ ALANI,İngilizce,"314,4544","30,99","363,1743","17,29"
49631,SİVAS,MERKEZ,Sivas Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"307,0408","33,61","354,0595","19,47"
50285,SİVAS,MERKEZ,Sivas Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"279,089","45,07","311,6704","31,96"
72371,SİVAS,SUŞEHRİ,Sezai Karakoç Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,TARIM ALANI,İngilizce,"200,989","91,81","354,7407","19,31"
39939,SİVAS,MERKEZ,Sultanşehir Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,YİYECEK İÇECEK HİZMETLERİ ALANI (SINAVLI),İngilizce,"279,3142","44,97","364,3513","17,03"
50599,SİVAS,MERKEZ,Sultanşehir Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,KONAKLAMA ve SEYAHAT HİZMETLERİ ALANI (SINAVLI),İngilizce,"250,3663","60,04","365,8396","16,69"
40211,ŞANLIURFA,HALİLİYE,Şanlıurfa Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"444,4698","3,44","488,4887","0,14"
50562,ŞANLIURFA,HALİLİYE,TOBB Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"425,7793","5,84","464,6025","1,45"
65415,ŞANLIURFA,KARAKÖPRÜ,Necip Fazıl Kısakürek Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"398,3102","10,22","441,3821","3,81"
39777,ŞANLIURFA,BİRECİK,Türkan Halit Aykılıç Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"392,0814","11,33","433,472","4,8"
50040,ŞANLIURFA,SİVEREK,Prof. Dr. Abdulkadir Karahan Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"387,0431","12,29","484,5187","0,27"
49872,ŞANLIURFA,VİRANŞEHİR,Viranşehir Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"371,1233","15,52","471,7504","0,92"
49271,ŞANLIURFA,EYYÜBİYE,Şair Nabi Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"353,1268","19,69","411,4331","8,01"
39873,ŞANLIURFA,CEYLANPINAR,Ceylanpınar Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"340,8716","22,86","467,6606","1,22"
39931,ŞANLIURFA,SURUÇ,Suruç Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"326,8984","26,92","434,4383","4,67"
40800,ŞANLIURFA,HALİLİYE,Şanlıurfa Sosyal Bilimler Lisesi,Hazırlık Sınıfı Bulunmayan Sosyal Bilimler Lisesi,,İngilizce,"325,3396","27,43","373,1167","15,1"
49545,ŞANLIURFA,HALİLİYE,ÇEAŞ Şanlıurfa Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"399,5725","10,01","425,622","5,86"
49898,ŞANLIURFA,HALİLİYE,Şanlıurfa Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"383,6881","12,95","406,1484","8,88"
49699,ŞANLIURFA,HALİLİYE,Yahya Kemal Beyatlı Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"370,2317","15,72","394,2169","10,95"
49331,ŞANLIURFA,HALİLİYE,Mehmet Güneş Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"352,6983","19,8","388,1525","12,07"
50697,ŞANLIURFA,SİVEREK,Siverek Karacadağ Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"338,5103","23,51","394,0799","10,98"
41108,ŞANLIURFA,KARAKÖPRÜ,Adnan Menderes Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"327,6247","26,7","370,8295","15,59"
49736,ŞANLIURFA,EYYÜBİYE,TES-İŞ Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"325,0942","27,51","361,7912","17,62"
40157,ŞANLIURFA,VİRANŞEHİR,Viranşehir Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"318,9065","29,5","370,9142","15,57"
39753,ŞANLIURFA,BİRECİK,Mehmet Adil Çulcuoğlu Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"317,3166","30,03","391,5879","11,42"
39048,ŞANLIURFA,VİRANŞEHİR,Viranşehir Yunus Emre Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"288,0372","41,11","318,6851","29,57"
40891,ŞANLIURFA,SURUÇ,Suruç GAP Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"281,2627","44,08","356,4157","18,89"
41098,ŞANLIURFA,HALFETİ,Halfeti Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"257,8505","55,79","365,7419","16,71"
40882,ŞANLIURFA,HİLVAN,Hilvan Şair Nabi Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"249,7038","60,43","368,0665","16,19"
39947,ŞANLIURFA,AKÇAKALE,Şehit Astsubay Halil Kanat Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"234,4448","70,04","342,1037","22,53"
41110,ŞANLIURFA,BOZOVA,Bozova Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"212,2656","85,19","377,2248","14,25"
50245,ŞANLIURFA,KARAKÖPRÜ,Milli İrade Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"351,4405","20,11","437,9053","4,23"
50607,ŞANLIURFA,KARAKÖPRÜ,Karaköprü Hatice Kübra Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"326,8573","26,93","384,7754","12,73"
49523,ŞANLIURFA,HALİLİYE,Prof.Dr.Necmettin Erbakan Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"314,0093","31,15","479,6701","0,47"
50427,ŞANLIURFA,HALİLİYE,Şehit Onur Kılıç Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"304,3553","34,61","384,3929","12,81"
49790,ŞANLIURFA,VİRANŞEHİR,Kemal Edip Kürkçüoğlu Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"300,1589","36,21","470,5035",1
49541,ŞANLIURFA,SİVEREK,Yusuf Sami Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"296,8068","37,5","386,5543","12,38"
39687,ŞANLIURFA,HALİLİYE,Şanlıurfa Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"296,012","37,81","420,1863","6,66"
50439,ŞANLIURFA,EYYÜBİYE,Akabe Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"295,4753","38,01","387,302","12,23"
50292,ŞANLIURFA,HARRAN,Harran Şehit İbrahim Taş Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"271,501","48,68","361,1187","17,77"
50648,ŞANLIURFA,CEYLANPINAR,Ceylanpınar Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"268,628","50,11","330,8309","25,73"
40814,ŞANLIURFA,VİRANŞEHİR,Viranşehir Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"264,4667","52,25","363,6232","17,19"
49715,ŞANLIURFA,CEYLANPINAR,Ceylanpınar Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"263,6383","52,69","339,2333","23,32"
49776,ŞANLIURFA,BOZOVA,Bozova Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"259,8607","54,69","326,1268","27,17"
50045,ŞANLIURFA,SİVEREK,Molla Ramazan Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"255,7154","56,98","338,4236","23,54"
49280,ŞANLIURFA,SURUÇ,Suruç 11 Nisan Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"247,0738",62,"297,4364","37,25"
40812,ŞANLIURFA,AKÇAKALE,Akçakale Hatice Kübra Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"236,0763","68,96","355,4595","19,13"
50379,ŞANLIURFA,BİRECİK,Birecik Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"234,7631","69,83","359,5182","18,16"
40813,ŞANLIURFA,SİVEREK,Siverek Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"231,4755","72,05","327,2636","26,81"
41010,ŞANLIURFA,AKÇAKALE,Akçakale Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"217,9075","81,4","267,3273","50,78"
49717,ŞANLIURFA,HİLVAN,Hilvan Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"217,1312","81,92","353,444","19,61"
65522,ŞANLIURFA,HALFETİ,Halfeti Selahaddin Eyyubi Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"200,2214","92,2","333,8001","24,85"
50381,ŞANLIURFA,HALİLİYE,Hacı Bozan Bozanoğlu Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,SAĞLIK HİZMETLERİ ALANI,İngilizce,"313,7074","31,25","351,1954","20,17"
49831,ŞANLIURFA,KARAKÖPRÜ,İsmail-Nazif Bayraktar Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"282,2119","43,65","324,5964","27,67"
50088,ŞANLIURFA,HALİLİYE,Urfa Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"275,5016","46,77","329,6119","26,1"
40182,ŞANLIURFA,KARAKÖPRÜ,Karaköprü GAP Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,İNŞAAT TEKNOLOJİSİ ALANI,İngilizce,"271,0651","48,89","325,7855","27,28"
49493,ŞANLIURFA,HALİLİYE,Urfa Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ENDÜSTRİYEL OTOMASYON TEKNOLOJİLERİ ALANI,İngilizce,"266,0915","51,42","324,0105","27,85"
49973,ŞANLIURFA,HALİLİYE,Urfa Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"262,4983","53,27","359,2281","18,22"
49977,ŞANLIURFA,SİVEREK,El-Cabir Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"253,0814","58,47","306,7626","33,72"
72355,ŞANLIURFA,VİRANŞEHİR,Viranşehir Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,TARIM ALANI,İngilizce,"243,2372","64,37","285,1735","42,34"
40035,ŞANLIURFA,EYYÜBİYE,Direkli Ayhan Şahenk Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"242,77","64,66","295,4186","38,04"
40196,ŞANLIURFA,EYYÜBİYE,Mahmut-İkbal Büyükkırcalı Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,LABORATUVAR HİZMETLERİ ALANI,İngilizce,"225,5364","76,11","317,3158","30,03"
40083,ŞANLIURFA,EYYÜBİYE,Direkli Ayhan Şahenk Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,TESİSAT TEKNOLOJİSİ VE İKLİMLENDİRME ALANI,İngilizce,"222,2594","78,37","261,9944","53,53"
50804,ŞANLIURFA,EYYÜBİYE,Direkli Ayhan Şahenk Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,İNŞAAT TEKNOLOJİSİ ALANI,İngilizce,"215,5005","83,03","249,6304","60,47"
49598,ŞANLIURFA,EYYÜBİYE,GAP Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI ALANI,İngilizce,"212,7953","84,85","275,5211","46,76"
72372,ŞANLIURFA,AKÇAKALE,Altınbaşak Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,TARIM ALANI,İngilizce,"209,6768","86,85","314,4604","30,99"
50209,ŞANLIURFA,HALİLİYE,Süleymaniye Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"202,4409","91,06","274,5141","47,23"
50632,ŞANLIURFA,CEYLANPINAR,Ceylanpınar Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"194,2987","94,8","265,0268","51,96"
72370,ŞANLIURFA,CEYLANPINAR,Ceylanpınar Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,TARIM ALANI,İngilizce,"188,4939","96,71","262,5809","53,23"
49380,ŞIRNAK,CİZRE,Cizre Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"389,6584","11,78","472,0935","0,89"
49953,ŞIRNAK,MERKEZ,Şükrü Geliş Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"364,5859","16,97","438,284","4,18"
47056,ŞIRNAK,SİLOPİ,Senan İdin Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"353,2838","19,65","422,1784","6,36"
41076,ŞIRNAK,MERKEZ,Şırnak Fatih Sosyal Bilimler Lisesi,Hazırlık Sınıfı Bulunmayan Sosyal Bilimler Lisesi,,İngilizce,"301,8188","35,56","341,2392","22,76"
50041,ŞIRNAK,CİZRE,Hacı Fettah Kadooğlu Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"321,5353","28,65","389,444","11,82"
50561,ŞIRNAK,MERKEZ,Şırnak Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"317,1933","30,07","364,3672","17,02"
41055,ŞIRNAK,SİLOPİ,Silopi Atatürk Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"306,9689","33,64","352,8162","19,77"
49976,ŞIRNAK,İDİL,İdil Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"304,2959","34,63","385,3154","12,63"
50331,ŞIRNAK,CİZRE,Recep Tayyip Erdoğan Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"297,7573","37,12","382,6986","13,14"
49842,ŞIRNAK,SİLOPİ,Hacı Mehmet Ökten Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"292,6894","39,15","332,9344","25,11"
65549,ŞIRNAK,ULUDERE,Hilal Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"271,2291","48,81","351,6817","20,05"
40005,ŞIRNAK,MERKEZ,Şehri Nuh Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"266,5901","51,16","316,5923","30,27"
50280,ŞIRNAK,CİZRE,Cizre Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"265,1721","51,88","303,8514","34,79"
41011,ŞIRNAK,İDİL,İdil Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"236,3699","68,77","313,1975","31,43"
40153,ŞIRNAK,MERKEZ,Şırnak Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"252,8407","58,61","296,3987","37,65"
49634,ŞIRNAK,MERKEZ,Şırnak Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"242,1011","65,08","277,3846","45,88"
65453,ŞIRNAK,MERKEZ,Nazmiye Demirel Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,EL SANATLARI TEKNOLOJİSİ ALANI (SINAVLI),İngilizce,"236,458","68,71","290,1907","40,19"
39852,TEKİRDAĞ,SÜLEYMANPAŞA,Ebru Nayim Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"461,5796","1,71","492,4388","0,09"
49581,TEKİRDAĞ,ÇORLU,Çorlu Borsa İstanbul Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"444,1993","3,47","486,5247","0,21"
50749,TEKİRDAĞ,ÇERKEZKÖY,Seval-Ahmet Çetin Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"437,5476","4,28","475,7098","0,67"
